team,opponent,player,ip,ha,er,bb,hb,so,bf,hr_a,game_id,game_date,season
N.C. Central,Gardner-Webb,Jaden Davis,2.2,7.0,9.0,2.0,0.0,3.0,18.0,0.0,6312046.0,03/04/2025,2025.0
N.C. Central,Gardner-Webb,Blake Vick,0.1,7.0,3.0,1.0,0.0,0.0,13.0,0.0,6312046.0,03/04/2025,2025.0
N.C. Central,Gardner-Webb,Janea Hudson,1.0,2.0,0.0,2.0,0.0,1.0,7.0,0.0,6312046.0,03/04/2025,2025.0
Gardner-Webb,N.C. Central,Anna Hornbaker,4.0,3.0,1.0,1.0,0.0,3.0,16.0,0.0,6312046.0,03/04/2025,2025.0
Gardner-Webb,N.C. Central,Kalyn Kyle,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,6312046.0,03/04/2025,2025.0
Longwood,Virginia,Maggie Chapin,6.0,6.0,1.0,3.0,1.0,6.0,28.0,0.0,6312685.0,03/04/2025,2025.0
Virginia,Longwood,Savanah Henley,5.0,2.0,0.0,2.0,0.0,9.0,18.0,0.0,6312685.0,03/04/2025,2025.0
Virginia,Longwood,Julia Cuozzo,2.0,1.0,0.0,2.0,0.0,4.0,9.0,0.0,6312685.0,03/04/2025,2025.0
Elon,Duke,Anna Dew,0.1,4.0,5.0,2.0,0.0,0.0,7.0,1.0,6313715.0,03/04/2025,2025.0
Elon,Duke,Meredith Wells,2.0,6.0,5.0,2.0,0.0,0.0,14.0,0.0,6313715.0,03/04/2025,2025.0
Elon,Duke,Taylor Cherry,1.1,1.0,0.0,0.0,0.0,2.0,5.0,0.0,6313715.0,03/04/2025,2025.0
Elon,Duke,Isley Duggins,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6313715.0,03/04/2025,2025.0
Duke,Elon,Sophie Garner-MacKinnon,3.0,1.0,0.0,1.0,0.0,4.0,12.0,0.0,6313715.0,03/04/2025,2025.0
Duke,Elon,Cassidy Curd,2.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,6313715.0,03/04/2025,2025.0
Rider,Central Conn. St.,Anna-Mari Groskritz,7.0,3.0,1.0,3.0,1.0,10.0,29.0,1.0,6313848.0,03/04/2025,2025.0
Central Conn. St.,Rider,Alina Varga,7.0,5.0,0.0,6.0,0.0,6.0,31.0,0.0,6313848.0,03/04/2025,2025.0
Rider,Central Conn. St.,Fallyn Stoeckel,2.0,3.0,1.0,1.0,0.0,0.0,10.0,0.0,6313849.0,03/04/2025,2025.0
Rider,Central Conn. St.,Kathryn Schmierer,4.0,6.0,4.0,1.0,1.0,1.0,19.0,1.0,6313849.0,03/04/2025,2025.0
Central Conn. St.,Rider,Liz Hamilton,6.0,11.0,4.0,2.0,0.0,6.0,31.0,0.0,6313849.0,03/04/2025,2025.0
Central Conn. St.,Rider,Adrianna Green,1.0,1.0,0.0,1.0,0.0,2.0,5.0,0.0,6313849.0,03/04/2025,2025.0
Southern U.,Army West Point,Aaliyah Zabala,7.0,5.0,2.0,3.0,0.0,6.0,30.0,0.0,6315269.0,03/02/2025,2025.0
Army West Point,Southern U.,Amanda Eaglin,7.0,5.0,0.0,1.0,2.0,10.0,29.0,0.0,6315269.0,03/02/2025,2025.0
Florida A&M,Samford,Amari Brown,3.0,8.0,5.0,1.0,1.0,1.0,19.0,1.0,6315307.0,03/01/2025,2025.0
Florida A&M,Samford,Samantha Smith,3.0,4.0,2.0,0.0,0.0,1.0,13.0,0.0,6315307.0,03/01/2025,2025.0
Samford,Florida A&M,Jordyn Partain,7.0,1.0,0.0,3.0,0.0,7.0,25.0,0.0,6315307.0,03/01/2025,2025.0
Samford,Florida A&M,Sara Bond,7.0,5.0,0.0,1.0,1.0,7.0,25.0,0.0,6315309.0,03/02/2025,2025.0
Florida A&M,Samford,Samantha Smith,6.0,3.0,3.0,6.0,1.0,1.0,27.0,0.0,6315309.0,03/02/2025,2025.0
Florida A&M,Samford,Zoryana Hughes,1.0,3.0,3.0,0.0,0.0,0.0,7.0,0.0,6315309.0,03/02/2025,2025.0
UMES,Towson,Kassidy Oneail,5.0,8.0,6.0,2.0,0.0,0.0,24.0,0.0,6315382.0,03/04/2025,2025.0
UMES,Towson,Emily Gunther,1.0,2.0,1.0,2.0,0.0,0.0,7.0,0.0,6315382.0,03/04/2025,2025.0
Towson,UMES,Cadence Williams,1.0,3.0,3.0,3.0,0.0,3.0,9.0,0.0,6315382.0,03/04/2025,2025.0
Towson,UMES,Olivia Trombley,4.0,5.0,2.0,0.0,0.0,3.0,16.0,0.0,6315382.0,03/04/2025,2025.0
Towson,UMES,Amanda Medina,2.0,1.0,0.0,1.0,0.0,1.0,7.0,0.0,6315382.0,03/04/2025,2025.0
Mount St. Mary's,Youngstown St.,Amaya Bowman,4.1,4.0,2.0,2.0,0.0,3.0,18.0,1.0,6315980.0,03/04/2025,2025.0
Mount St. Mary's,Youngstown St.,Ellie Meier,4.2,3.0,0.0,1.0,0.0,1.0,20.0,0.0,6315980.0,03/04/2025,2025.0
Youngstown St.,Mount St. Mary's,Autumn Behlke,6.0,3.0,1.0,2.0,1.0,6.0,23.0,0.0,6315980.0,03/04/2025,2025.0
Youngstown St.,Mount St. Mary's,Maci Boggess,3.0,5.0,1.0,0.0,0.0,3.0,14.0,0.0,6315980.0,03/04/2025,2025.0
Jacksonville St.,West Ga.,MacKinley Portillo,5.0,4.0,2.0,3.0,0.0,5.0,22.0,1.0,6316161.0,03/04/2025,2025.0
West Ga.,Jacksonville St.,Dixiana Sims,3.1,5.0,6.0,2.0,0.0,0.0,18.0,1.0,6316161.0,03/04/2025,2025.0
West Ga.,Jacksonville St.,Jenna Samuel,0.2,4.0,5.0,4.0,0.0,0.0,10.0,0.0,6316161.0,03/04/2025,2025.0
West Ga.,Jacksonville St.,Makayla Register,0.1,2.0,4.0,3.0,0.0,0.0,6.0,0.0,6316161.0,03/04/2025,2025.0
West Ga.,Jacksonville St.,Kaprice Leonard,0.2,0.0,0.0,1.0,1.0,1.0,4.0,0.0,6316161.0,03/04/2025,2025.0
Alabama,Samford,Alea Johnson,1.2,4.0,2.0,0.0,0.0,0.0,9.0,0.0,6316888.0,03/04/2025,2025.0
Alabama,Samford,Jocelyn Briski,5.1,2.0,0.0,1.0,0.0,4.0,19.0,0.0,6316888.0,03/04/2025,2025.0
Samford,Alabama,Jordyn Partain,2.0,5.0,5.0,1.0,1.0,0.0,13.0,1.0,6316888.0,03/04/2025,2025.0
Samford,Alabama,Olivia Treece,0.1,2.0,1.0,2.0,0.0,0.0,5.0,1.0,6316888.0,03/04/2025,2025.0
Samford,Alabama,Sara Bond,4.2,4.0,2.0,3.0,1.0,1.0,22.0,0.0,6316888.0,03/04/2025,2025.0
UNC Greensboro,Coastal Carolina,Jorde Chartrand,4.0,7.0,3.0,2.0,0.0,2.0,21.0,2.0,6317779.0,03/04/2025,2025.0
UNC Greensboro,Coastal Carolina,Salem Ward,0.1,1.0,0.0,0.0,0.0,0.0,2.0,0.0,6317779.0,03/04/2025,2025.0
Coastal Carolina,UNC Greensboro,Nicolette Picone,5.0,3.0,1.0,1.0,0.0,4.0,19.0,0.0,6317779.0,03/04/2025,2025.0
Sam Houston,East Texas A&M,Kendall Daniel,2.1,4.0,3.0,1.0,0.0,3.0,12.0,2.0,6333619.0,03/04/2025,2025.0
Sam Houston,East Texas A&M,Amy Abke,4.2,0.0,1.0,1.0,1.0,10.0,17.0,0.0,6333619.0,03/04/2025,2025.0
East Texas A&M,Sam Houston,Maddie Muller,5.1,8.0,7.0,4.0,0.0,4.0,28.0,1.0,6333619.0,03/04/2025,2025.0
East Texas A&M,Sam Houston,Kate Houser,1.2,1.0,2.0,1.0,1.0,2.0,8.0,0.0,6333619.0,03/04/2025,2025.0
Army West Point,Grambling,Breanna Izzo,4.0,0.0,1.0,5.0,1.0,5.0,18.0,0.0,6364531.0,03/02/2025,2025.0
Army West Point,Grambling,Katelyn Flanders,3.0,7.0,6.0,0.0,3.0,6.0,20.0,0.0,6364531.0,03/02/2025,2025.0
Grambling,Army West Point,Erin Gibbs,3.0,10.0,9.0,0.0,2.0,6.0,22.0,2.0,6364531.0,03/02/2025,2025.0
Grambling,Army West Point,Jordan Hodge,4.0,9.0,4.0,0.0,1.0,1.0,20.0,0.0,6364531.0,03/02/2025,2025.0
Holy Cross,George Washington,Jordan Goedel,6.0,5.0,2.0,2.0,0.0,8.0,24.0,0.0,6364562.0,03/04/2025,2025.0
George Washington,Holy Cross,Anna Reed,7.0,3.0,0.0,2.0,0.0,7.0,26.0,0.0,6364562.0,03/04/2025,2025.0
Holy Cross,George Washington,Sophia Roncone,5.0,7.0,4.0,4.0,0.0,1.0,27.0,0.0,6364592.0,03/04/2025,2025.0
Holy Cross,George Washington,Avery Toddings,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,6364592.0,03/04/2025,2025.0
George Washington,Holy Cross,Sophia Torreso,5.2,2.0,0.0,4.0,1.0,7.0,23.0,0.0,6364592.0,03/04/2025,2025.0
George Washington,Holy Cross,Chloe Greene,1.1,0.0,0.0,0.0,0.0,1.0,4.0,0.0,6364592.0,03/04/2025,2025.0
FIU,Saint Francis,Brooke McNichols,7.0,3.0,1.0,1.0,0.0,5.0,25.0,0.0,6364600.0,03/03/2025,2025.0
Saint Francis,FIU,Addison Deal,7.0,10.0,5.0,1.0,1.0,2.0,33.0,0.0,6364600.0,03/03/2025,2025.0
Rutgers,Seton Hall,Kelsey Hoekstra,2.0,5.0,4.0,1.0,1.0,2.0,13.0,2.0,6364629.0,03/04/2025,2025.0
Rutgers,Seton Hall,Laurelai DePew,4.0,2.0,0.0,2.0,0.0,3.0,15.0,0.0,6364629.0,03/04/2025,2025.0
Seton Hall,Rutgers,Kelsey Carr,5.0,4.0,2.0,1.0,0.0,3.0,19.0,0.0,6364629.0,03/04/2025,2025.0
Seton Hall,Rutgers,Kyra Kreuscher,2.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,6364629.0,03/04/2025,2025.0
Western Caro.,Presbyterian,AG Batson,2.1,5.0,4.0,1.0,0.0,1.0,14.0,1.0,6305871.0,03/04/2025,2025.0
Western Caro.,Presbyterian,Tessa Juett,1.2,3.0,2.0,2.0,0.0,3.0,10.0,0.0,6305871.0,03/04/2025,2025.0
Presbyterian,Western Caro.,Peyton Duncan,5.0,5.0,1.0,1.0,0.0,5.0,21.0,0.0,6305871.0,03/04/2025,2025.0
Youngstown St.,South Carolina,Kelsey Ogin,2.0,5.0,4.0,4.0,0.0,0.0,15.0,2.0,6305875.0,03/05/2025,2025.0
Youngstown St.,South Carolina,Maci Boggess,2.0,6.0,3.0,2.0,0.0,1.0,15.0,0.0,6305875.0,03/05/2025,2025.0
South Carolina,Youngstown St.,Olivia Kotowski,2.0,5.0,2.0,2.0,0.0,1.0,13.0,0.0,6305875.0,03/05/2025,2025.0
South Carolina,Youngstown St.,Nealy Lamb,2.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,6305875.0,03/05/2025,2025.0
South Carolina,Youngstown St.,Kadie Becker,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6305875.0,03/05/2025,2025.0
Oklahoma St.,North Texas,Katie Kutz,5.0,2.0,0.0,5.0,0.0,7.0,22.0,0.0,6305878.0,03/05/2025,2025.0
Oklahoma St.,North Texas,Ruby Meylan,2.0,0.0,0.0,1.0,0.0,3.0,7.0,0.0,6305878.0,03/05/2025,2025.0
North Texas,Oklahoma St.,Skylar Savage,2.0,7.0,6.0,2.0,0.0,1.0,15.0,2.0,6305878.0,03/05/2025,2025.0
North Texas,Oklahoma St.,Anneca Anderson,3.0,4.0,2.0,2.0,1.0,0.0,16.0,1.0,6305878.0,03/05/2025,2025.0
North Texas,Oklahoma St.,Kayleigh Smith,2.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,6305878.0,03/05/2025,2025.0
Louisiana,Mississippi St.,Bethaney Noble,1.0,6.0,6.0,0.0,0.0,0.0,10.0,2.0,6305879.0,03/05/2025,2025.0
Louisiana,Mississippi St.,Mallory Wheeler,2.0,8.0,2.0,1.0,0.0,0.0,14.0,1.0,6305879.0,03/05/2025,2025.0
Louisiana,Mississippi St.,Sam Ryan,1.0,3.0,2.0,1.0,0.0,0.0,7.0,0.0,6305879.0,03/05/2025,2025.0
Mississippi St.,Louisiana,Raelin Chaffin,5.0,3.0,1.0,3.0,0.0,5.0,21.0,0.0,6305879.0,03/05/2025,2025.0
ULM,LSU,Victoria Abrams,1.2,3.0,7.0,3.0,1.0,0.0,12.0,1.0,6305881.0,03/05/2025,2025.0
ULM,LSU,Mimi Blackledge,0.1,2.0,1.0,1.0,0.0,0.0,4.0,1.0,6305881.0,03/05/2025,2025.0
ULM,LSU,Dakota Lake,2.1,7.0,4.0,0.0,0.0,2.0,14.0,0.0,6305881.0,03/05/2025,2025.0
LSU,ULM,Tatum Clopton,5.0,2.0,4.0,4.0,0.0,6.0,20.0,2.0,6305881.0,03/05/2025,2025.0
Michigan,East Carolina,Lauren Derkowski,6.0,3.0,2.0,0.0,0.0,5.0,21.0,1.0,6305882.0,03/05/2025,2025.0
East Carolina,Michigan,Taylor Apple,3.2,0.0,0.0,2.0,0.0,4.0,13.0,0.0,6305882.0,03/05/2025,2025.0
East Carolina,Michigan,Jordan Hatch,1.2,3.0,0.0,0.0,0.0,2.0,8.0,0.0,6305882.0,03/05/2025,2025.0
East Carolina,Michigan,Kendall Frost,1.2,3.0,1.0,1.0,0.0,1.0,9.0,0.0,6305882.0,03/05/2025,2025.0
Alabama St.,Jacksonville St.,Kaitlyn Hill,1.0,3.0,6.0,4.0,0.0,0.0,10.0,0.0,6305883.0,03/05/2025,2025.0
Alabama St.,Jacksonville St.,Mason Quinnie,1.1,3.0,8.0,5.0,1.0,0.0,13.0,2.0,6305883.0,03/05/2025,2025.0
Alabama St.,Jacksonville St.,Ashley Pye,0.2,2.0,2.0,2.0,0.0,1.0,6.0,0.0,6305883.0,03/05/2025,2025.0
Alabama St.,Jacksonville St.,Kohana Poussan,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,6305883.0,03/05/2025,2025.0
Jacksonville St.,Alabama St.,Jaliyah Holmes,3.0,3.0,0.0,0.0,0.0,6.0,12.0,0.0,6305883.0,03/05/2025,2025.0
Jacksonville St.,Alabama St.,Jordan Eslinger,2.0,1.0,0.0,0.0,0.0,2.0,7.0,0.0,6305883.0,03/05/2025,2025.0
Fordham,Iona,Emilee Watkins,6.0,4.0,0.0,2.0,1.0,5.0,25.0,0.0,6305884.0,03/05/2025,2025.0
Iona,Fordham,Samantha Rieb,4.0,9.0,6.0,2.0,0.0,0.0,24.0,2.0,6305884.0,03/05/2025,2025.0
Iona,Fordham,Allison Hoppe,2.0,3.0,3.0,1.0,1.0,2.0,11.0,0.0,6305884.0,03/05/2025,2025.0
Florida St.,North Florida,Ashtyn Danley,3.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,6305885.0,03/05/2025,2025.0
Florida St.,North Florida,Annabelle Widra,4.0,3.0,0.0,0.0,0.0,1.0,14.0,0.0,6305885.0,03/05/2025,2025.0
North Florida,Florida St.,Allison Benning,2.0,5.0,2.0,0.0,0.0,2.0,11.0,1.0,6305885.0,03/05/2025,2025.0
North Florida,Florida St.,Kylah Berry,3.0,3.0,2.0,2.0,0.0,1.0,15.0,2.0,6305885.0,03/05/2025,2025.0
North Florida,Florida St.,Cameron Ponich,2.0,2.0,0.0,0.0,0.0,1.0,7.0,0.0,6305885.0,03/05/2025,2025.0
Charleston So.,Clemson,Riley Lauffer,6.0,11.0,7.0,5.0,0.0,1.0,33.0,2.0,6305886.0,03/05/2025,2025.0
Clemson,Charleston So.,Brooke McCubbin,5.0,1.0,0.0,0.0,0.0,1.0,16.0,0.0,6305886.0,03/05/2025,2025.0
Clemson,Charleston So.,Brook Melnychuk,2.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,6305886.0,03/05/2025,2025.0
Siena,South Fla.,Kaycie Kennedy,7.0,4.0,0.0,3.0,1.0,0.0,29.0,0.0,6305892.0,03/05/2025,2025.0
South Fla.,Siena,Anne Long,5.2,5.0,3.0,2.0,0.0,9.0,24.0,1.0,6305892.0,03/05/2025,2025.0
South Fla.,Siena,Payton Dixon,1.1,2.0,1.0,0.0,0.0,1.0,6.0,0.0,6305892.0,03/05/2025,2025.0
Troy,Auburn,Alyssa Faircloth,3.1,3.0,4.0,2.0,2.0,9.0,19.0,1.0,6307817.0,03/05/2025,2025.0
Troy,Auburn,Kate Peters,0.1,3.0,5.0,2.0,0.0,0.0,6.0,3.0,6307817.0,03/05/2025,2025.0
Troy,Auburn,Mya Holt,0.1,1.0,0.0,0.0,0.0,1.0,2.0,0.0,6307817.0,03/05/2025,2025.0
Auburn,Troy,Haley Rainey,3.0,3.0,2.0,0.0,0.0,1.0,13.0,1.0,6307817.0,03/05/2025,2025.0
Auburn,Troy,SJ Geurin,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,6307817.0,03/05/2025,2025.0
Auburn,Troy,Malayna Tamborra,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6307817.0,03/05/2025,2025.0
California,UC Davis,Anna Reimers,2.0,2.0,1.0,3.0,0.0,0.0,10.0,0.0,6308109.0,03/05/2025,2025.0
California,UC Davis,Ryann Orange,1.1,5.0,2.0,1.0,1.0,3.0,11.0,0.0,6308109.0,03/05/2025,2025.0
California,UC Davis,Ashanti McDade,3.2,3.0,0.0,1.0,0.0,4.0,15.0,0.0,6308109.0,03/05/2025,2025.0
UC Davis,California,Alyssa Dethlefson,7.0,8.0,2.0,2.0,1.0,2.0,33.0,1.0,6308109.0,03/05/2025,2025.0
Florida St.,Jacksonville,Julia Apsel,4.0,2.0,0.0,0.0,1.0,5.0,15.0,0.0,6308780.0,03/05/2025,2025.0
Florida St.,Jacksonville,Jazzy Francik,3.0,1.0,1.0,0.0,0.0,3.0,11.0,1.0,6308780.0,03/05/2025,2025.0
Jacksonville,Florida St.,Skylar Waggoner,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6308780.0,03/05/2025,2025.0
Jacksonville,Florida St.,Jordan White,0.2,3.0,1.0,2.0,0.0,0.0,8.0,0.0,6308780.0,03/05/2025,2025.0
Jacksonville,Florida St.,Reese Wells,1.1,2.0,1.0,1.0,0.0,0.0,7.0,1.0,6308780.0,03/05/2025,2025.0
Jacksonville,Florida St.,Hailey Strunk,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6308780.0,03/05/2025,2025.0
Jacksonville,Florida St.,Ashlee Harwood,1.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,6308780.0,03/05/2025,2025.0
Jacksonville,Florida St.,Jacy Harrelson,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,6308780.0,03/05/2025,2025.0
Jacksonville,Florida St.,Karson Johnson,1.0,4.0,2.0,0.0,0.0,0.0,7.0,0.0,6308780.0,03/05/2025,2025.0
Toledo,Fla. Atlantic,Sophia Knight,1.2,6.0,2.0,0.0,0.0,1.0,11.0,0.0,6309337.0,03/05/2025,2025.0
Toledo,Fla. Atlantic,Mady Yackee,1.0,1.0,2.0,2.0,0.0,0.0,6.0,0.0,6309337.0,03/05/2025,2025.0
Toledo,Fla. Atlantic,Kylee Graham,1.0,1.0,0.0,2.0,0.0,2.0,7.0,0.0,6309337.0,03/05/2025,2025.0
Charlotte,Furman,Brooke Bowling,3.0,2.0,0.0,1.0,0.0,1.0,11.0,0.0,6311612.0,03/05/2025,2025.0
Charlotte,Furman,Abby Gawlinkski,1.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,6311612.0,03/05/2025,2025.0
Charlotte,Furman,Lilian Berry,1.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,6311612.0,03/05/2025,2025.0
Furman,Charlotte,Emme Buzhardt,3.0,6.0,5.0,3.0,0.0,1.0,17.0,1.0,6311612.0,03/05/2025,2025.0
Furman,Charlotte,Lauralee Scott,2.0,6.0,4.0,4.0,0.0,2.0,15.0,0.0,6311612.0,03/05/2025,2025.0
Southeastern La.,Southern Miss.,Lainee Bailey,0.1,1.0,1.0,2.0,0.0,0.0,4.0,1.0,6312728.0,03/05/2025,2025.0
Southeastern La.,Southern Miss.,Macie LaRue,4.2,1.0,0.0,0.0,0.0,5.0,15.0,0.0,6312728.0,03/05/2025,2025.0
Southeastern La.,Southern Miss.,Hallie Burns,1.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,6312728.0,03/05/2025,2025.0
Southern Miss.,Southeastern La.,Jana Lee,7.0,6.0,0.0,1.0,0.0,11.0,29.0,0.0,6312728.0,03/05/2025,2025.0
Florida,Houston,Kara Hammock,4.0,1.0,0.0,3.0,2.0,2.0,18.0,0.0,6314856.0,03/05/2025,2025.0
Florida,Houston,Katelynn Oxley,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,6314856.0,03/05/2025,2025.0
Houston,Florida,Gigi Solis,2.1,6.0,4.0,2.0,1.0,1.0,16.0,3.0,6314856.0,03/05/2025,2025.0
Houston,Florida,Maddie Hartley,0.1,2.0,2.0,3.0,0.0,0.0,6.0,0.0,6314856.0,03/05/2025,2025.0
Houston,Florida,Nevaeh Brown,1.0,2.0,3.0,3.0,0.0,0.0,8.0,0.0,6314856.0,03/05/2025,2025.0
Houston,Florida,Rylee Michalak,1.0,1.0,2.0,1.0,0.0,1.0,5.0,1.0,6314856.0,03/05/2025,2025.0
Houston,Florida,Ranci Willis,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6314856.0,03/05/2025,2025.0
FIU,Saint Francis,Brooke McNichols,7.0,3.0,1.0,1.0,0.0,5.0,25.0,0.0,6315016.0,03/04/2025,2025.0
Saint Francis,FIU,Addison Deal,7.0,10.0,5.0,1.0,1.0,2.0,33.0,0.0,6315016.0,03/04/2025,2025.0
Army West Point,Grambling,Breanna Izzo,4.0,0.0,1.0,5.0,1.0,5.0,18.0,0.0,6315232.0,02/28/2025,2025.0
Army West Point,Grambling,Katelyn Flanders,3.0,7.0,6.0,0.0,3.0,6.0,20.0,0.0,6315232.0,02/28/2025,2025.0
Grambling,Army West Point,Erin Gibbs,3.0,10.0,9.0,0.0,2.0,6.0,22.0,2.0,6315232.0,02/28/2025,2025.0
Grambling,Army West Point,Jordan Hodge,4.0,9.0,4.0,0.0,1.0,1.0,20.0,0.0,6315232.0,02/28/2025,2025.0
N.C. A&T,Queens (NC),Joey Barkhimer,2.1,6.0,4.0,4.0,0.0,3.0,17.0,1.0,6315452.0,03/05/2025,2025.0
N.C. A&T,Queens (NC),Megan Ellis,2.0,5.0,4.0,3.0,1.0,1.0,15.0,1.0,6315452.0,03/05/2025,2025.0
N.C. A&T,Queens (NC),Lauren Hardy,1.2,2.0,1.0,1.0,0.0,1.0,8.0,0.0,6315452.0,03/05/2025,2025.0
Queens (NC),N.C. A&T,Taylor Jones,4.2,9.0,3.0,1.0,0.0,4.0,24.0,1.0,6315452.0,03/05/2025,2025.0
Queens (NC),N.C. A&T,Jordan Dunn,2.1,1.0,0.0,0.0,0.0,3.0,8.0,0.0,6315452.0,03/05/2025,2025.0
N.C. A&T,Queens (NC),Lauren Hardy,7.0,2.0,0.0,5.0,0.0,1.0,27.0,0.0,6315453.0,03/05/2025,2025.0
Queens (NC),N.C. A&T,Jordan Dunn,6.2,9.0,3.0,2.0,1.0,6.0,31.0,3.0,6315453.0,03/05/2025,2025.0
Queens (NC),N.C. A&T,Kenzie Forrester,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6315453.0,03/05/2025,2025.0
Boston College,San Jose St.,Kelly Colleran,0.2,1.0,1.0,3.0,0.0,0.0,6.0,0.0,6316501.0,03/05/2025,2025.0
Boston College,San Jose St.,Bailey Kendziorski,6.1,7.0,1.0,0.0,0.0,4.0,27.0,0.0,6316501.0,03/05/2025,2025.0
San Jose St.,Boston College,Lacie Ham,5.1,3.0,3.0,1.0,0.0,2.0,20.0,0.0,6316501.0,03/05/2025,2025.0
San Jose St.,Boston College,Mia Reynolds,1.2,2.0,2.0,2.0,0.0,0.0,9.0,0.0,6316501.0,03/05/2025,2025.0
South Alabama,McNeese,Miller Tori,3.0,5.0,3.0,2.0,0.0,0.0,16.0,1.0,6323483.0,03/05/2025,2025.0
South Alabama,McNeese,Sydney Scapin,2.0,2.0,1.0,3.0,1.0,1.0,12.0,0.0,6323483.0,03/05/2025,2025.0
South Alabama,McNeese,Ashleia Coble,1.0,1.0,0.0,1.0,0.0,2.0,5.0,0.0,6323483.0,03/05/2025,2025.0
McNeese,South Alabama,Alexis Dibbley,4.0,2.0,1.0,5.0,0.0,1.0,20.0,0.0,6323483.0,03/05/2025,2025.0
McNeese,South Alabama,Kadence Williams,2.0,2.0,0.0,1.0,0.0,1.0,8.0,0.0,6323483.0,03/05/2025,2025.0
McNeese,South Alabama,Lindsay Davis,1.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,6323483.0,03/05/2025,2025.0
Western Caro.,Presbyterian,Amanda Fulton,7.0,4.0,3.0,1.0,1.0,6.0,28.0,0.0,6333607.0,03/04/2025,2025.0
Presbyterian,Western Caro.,Kasey Wolfe,3.0,6.0,3.0,0.0,1.0,2.0,16.0,0.0,6333607.0,03/04/2025,2025.0
Presbyterian,Western Caro.,Grace Kelley,4.0,6.0,1.0,1.0,0.0,4.0,20.0,0.0,6333607.0,03/04/2025,2025.0
Charleston So.,Clemson,Kinsey Clopton,1.2,5.0,10.0,7.0,0.0,0.0,17.0,0.0,6333643.0,03/05/2025,2025.0
Charleston So.,Clemson,Mackenzie Rutkoff,2.1,1.0,2.0,2.0,0.0,3.0,10.0,1.0,6333643.0,03/05/2025,2025.0
Clemson,Charleston So.,Macey Cintron,3.0,3.0,0.0,2.0,0.0,2.0,13.0,0.0,6333643.0,03/05/2025,2025.0
Clemson,Charleston So.,Olivia Duncan,2.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,6333643.0,03/05/2025,2025.0
Baylor,Texas,Sadie Ross,3.1,3.0,3.0,4.0,1.0,1.0,16.0,1.0,6355264.0,03/05/2025,2025.0
Baylor,Texas,Lillie Walker,1.2,2.0,1.0,1.0,0.0,2.0,8.0,0.0,6355264.0,03/05/2025,2025.0
Baylor,Texas,Dariana Orme,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6355264.0,03/05/2025,2025.0
Texas,Baylor,Teagan Kavan,7.0,1.0,0.0,3.0,0.0,11.0,25.0,0.0,6355264.0,03/05/2025,2025.0
Siena,South Fla.,Alissa Eimont,3.2,7.0,5.0,3.0,0.0,2.0,21.0,1.0,6359609.0,03/05/2025,2025.0
Siena,South Fla.,Gracie Goewey,2.1,5.0,2.0,1.0,0.0,3.0,13.0,0.0,6359609.0,03/05/2025,2025.0
South Fla.,Siena,Belle Sardja,4.2,4.0,0.0,1.0,0.0,3.0,19.0,0.0,6359609.0,03/05/2025,2025.0
South Fla.,Siena,Payton Dixon,2.1,1.0,0.0,0.0,0.0,0.0,7.0,0.0,6359609.0,03/05/2025,2025.0
Texas Southern,Lamar University,Melonie Guardiola,0.1,4.0,4.0,1.0,1.0,0.0,7.0,0.0,6364803.0,03/05/2025,2025.0
Texas Southern,Lamar University,Marisa Perla,1.0,2.0,3.0,3.0,0.0,0.0,10.0,0.0,6364803.0,03/05/2025,2025.0
Texas Southern,Lamar University,Kristen Driver,2.2,2.0,1.0,2.0,0.0,2.0,12.0,0.0,6364803.0,03/05/2025,2025.0
Lamar University,Texas Southern,Mallory Pitre,4.0,2.0,0.0,1.0,0.0,6.0,15.0,0.0,6364803.0,03/05/2025,2025.0
