team,opponent,player,ip,ha,er,bb,hb,so,bf,hr_a,game_id,game_date,season
Seton Hall,Creighton,Kyra Kreuscher,0.2,2.0,0.0,1.0,0.0,2.0,5.0,0.0,6307451.0,05/04/2025,2025.0
Creighton,Seton Hall,Brooklyn Patchen,7.0,6.0,2.0,6.0,0.0,8.0,33.0,0.0,6307451.0,05/04/2025,2025.0
Lindenwood,Southern Ind.,Avery Wapp,4.1,6.0,1.0,5.0,0.0,5.0,25.0,0.0,6307452.0,05/04/2025,2025.0
Southern Ind.,Lindenwood,Kylie Witthaus,3.1,5.0,2.0,3.0,0.0,3.0,17.0,0.0,6307452.0,05/04/2025,2025.0
Southern Ind.,Lindenwood,Josie Newman,1.2,2.0,0.0,1.0,0.0,0.0,9.0,0.0,6307452.0,05/04/2025,2025.0
New Mexico St.,Kennesaw St.,Faith Aragon,7.0,6.0,0.0,1.0,0.0,6.0,29.0,0.0,6307453.0,05/04/2025,2025.0
New Mexico St.,Kennesaw St.,Desirae Spearman,3.0,1.0,0.0,1.0,0.0,6.0,11.0,0.0,6307453.0,05/04/2025,2025.0
New Mexico St.,Kennesaw St.,Taryn Bennett,0.1,1.0,2.0,1.0,0.0,0.0,3.0,1.0,6307453.0,05/04/2025,2025.0
New Mexico St.,Kennesaw St.,Zantelle Rodriguez,2.2,3.0,0.0,0.0,0.0,2.0,11.0,0.0,6307453.0,05/04/2025,2025.0
Kennesaw St.,New Mexico St.,Emma Friedel,13.0,9.0,5.0,10.0,1.0,15.0,57.0,3.0,6307453.0,05/04/2025,2025.0
UTSA,South Fla.,Katia Reyes,1.1,4.0,2.0,1.0,0.0,0.0,9.0,1.0,6307456.0,05/04/2025,2025.0
UTSA,South Fla.,Ava Eldridge,0.2,2.0,4.0,1.0,1.0,1.0,6.0,1.0,6307456.0,05/04/2025,2025.0
UTSA,South Fla.,Meredith Schmitt,2.0,3.0,2.0,1.0,0.0,1.0,11.0,0.0,6307456.0,05/04/2025,2025.0
South Fla.,UTSA,Anne Long,5.0,3.0,0.0,1.0,1.0,3.0,20.0,0.0,6307456.0,05/04/2025,2025.0
Saint Mary's (CA),LMU (CA),Odhi Vasquez,7.0,8.0,0.0,2.0,0.0,9.0,31.0,0.0,6307460.0,05/09/2025,2025.0
LMU (CA),Saint Mary's (CA),Jessica Hubbard,2.1,5.0,5.0,0.0,2.0,1.0,13.0,1.0,6307460.0,05/09/2025,2025.0
LMU (CA),Saint Mary's (CA),Lindsey O'Dell,4.2,6.0,3.0,4.0,0.0,2.0,25.0,0.0,6307460.0,05/09/2025,2025.0
Saint Mary's (CA),LMU (CA),Mia Nishikawa,5.2,7.0,4.0,0.0,1.0,2.0,25.0,0.0,6307462.0,05/10/2025,2025.0
Saint Mary's (CA),LMU (CA),Odhi Vasquez,0.1,2.0,5.0,2.0,0.0,0.0,6.0,1.0,6307462.0,05/10/2025,2025.0
LMU (CA),Saint Mary's (CA),Jessica Hubbard,6.0,6.0,5.0,0.0,0.0,2.0,24.0,2.0,6307462.0,05/10/2025,2025.0
LMU (CA),Saint Mary's (CA),Lindsey O'Dell,1.0,3.0,1.0,0.0,0.0,0.0,6.0,0.0,6307462.0,05/10/2025,2025.0
NC State,Auburn,Wynne Gore,2.1,4.0,3.0,2.0,0.0,0.0,13.0,1.0,6307891.0,05/04/2025,2025.0
NC State,Auburn,Rylee Wyman,1.0,0.0,0.0,2.0,0.0,1.0,6.0,0.0,6307891.0,05/04/2025,2025.0
NC State,Auburn,Carly Maxton,1.2,3.0,4.0,3.0,0.0,0.0,10.0,0.0,6307891.0,05/04/2025,2025.0
Auburn,NC State,Haley Rainey,6.0,1.0,0.0,2.0,0.0,4.0,20.0,0.0,6307891.0,05/04/2025,2025.0
Washington,Penn St.,Morgan Reimer,5.0,2.0,0.0,0.0,0.0,3.0,17.0,0.0,6307982.0,05/04/2025,2025.0
Penn St.,Washington,Abigail Britton,2.0,5.0,4.0,2.0,0.0,1.0,14.0,2.0,6307982.0,05/04/2025,2025.0
Penn St.,Washington,Lydia Spalding,2.0,2.0,1.0,0.0,0.0,1.0,8.0,1.0,6307982.0,05/04/2025,2025.0
Penn St.,Washington,Mady Volpe,1.0,3.0,3.0,1.0,0.0,0.0,7.0,0.0,6307982.0,05/04/2025,2025.0
Cornell,Harvard,Mila Fiordalisi,6.0,6.0,2.0,0.0,0.0,2.0,23.0,0.0,6308036.0,05/03/2025,2025.0
Harvard,Cornell,Nicolette Hunter,7.0,4.0,0.0,0.0,0.0,7.0,25.0,0.0,6308036.0,05/03/2025,2025.0
Cornell,Harvard,Maxine McCraw,3.0,10.0,4.0,1.0,0.0,0.0,20.0,0.0,6308039.0,05/04/2025,2025.0
Cornell,Harvard,Laney Freiband,1.0,3.0,4.0,3.0,0.0,0.0,9.0,0.0,6308039.0,05/04/2025,2025.0
Cornell,Harvard,Mila Fiordalisi,2.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,6308039.0,05/04/2025,2025.0
Harvard,Cornell,Nicolette Hunter,4.0,2.0,0.0,1.0,0.0,1.0,15.0,0.0,6308039.0,05/04/2025,2025.0
Harvard,Cornell,Linden McCarl,0.1,3.0,1.0,0.0,0.0,1.0,4.0,0.0,6308039.0,05/04/2025,2025.0
Harvard,Cornell,Ryan Grace,2.2,0.0,0.0,2.0,0.0,4.0,9.0,0.0,6308039.0,05/04/2025,2025.0
Northwestern,UCLA,Lauren Boyd,7.0,4.0,3.0,3.0,1.0,3.0,30.0,0.0,6308264.0,05/04/2025,2025.0
UCLA,Northwestern,Taylor Tinsley,6.1,4.0,1.0,0.0,0.0,6.0,22.0,0.0,6308264.0,05/04/2025,2025.0
UCLA,Northwestern,Addisen Fisher,0.2,4.0,3.0,1.0,0.0,0.0,7.0,0.0,6308264.0,05/04/2025,2025.0
Utah St.,Boise St.,Emmalyn Brinka,2.2,3.0,2.0,4.0,0.0,4.0,17.0,1.0,6308315.0,05/03/2025,2025.0
Utah St.,Boise St.,Carly Limosnero,0.1,4.0,2.0,1.0,0.0,0.0,6.0,0.0,6308315.0,05/03/2025,2025.0
Utah St.,Boise St.,Sydney Saldana,1.0,3.0,3.0,0.0,1.0,0.0,6.0,1.0,6308315.0,05/03/2025,2025.0
Boise St.,Utah St.,Brook Thompson,3.1,2.0,1.0,3.0,0.0,2.0,13.0,1.0,6308315.0,05/03/2025,2025.0
Boise St.,Utah St.,Julianne Rose,1.1,2.0,1.0,0.0,0.0,0.0,6.0,0.0,6308315.0,05/03/2025,2025.0
Boise St.,Utah St.,Abby Dowell,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6308315.0,05/03/2025,2025.0
Maryland,Nebraska,Bri Godfrey,1.0,3.0,4.0,2.0,0.0,0.0,8.0,1.0,6308487.0,05/04/2025,2025.0
Maryland,Nebraska,Julia Shearer,1.0,5.0,3.0,1.0,0.0,0.0,9.0,0.0,6308487.0,05/04/2025,2025.0
Maryland,Nebraska,Keira Bucher,3.0,2.0,2.0,2.0,0.0,0.0,13.0,1.0,6308487.0,05/04/2025,2025.0
Nebraska,Maryland,Jordyn Bahl,4.0,0.0,0.0,2.0,1.0,7.0,15.0,0.0,6308487.0,05/04/2025,2025.0
Nebraska,Maryland,Kylee Magee,2.0,3.0,1.0,0.0,0.0,2.0,9.0,0.0,6308487.0,05/04/2025,2025.0
Colgate,Army West Point,Alexa Acker,2.1,9.0,5.0,1.0,0.0,1.0,17.0,1.0,6308725.0,05/03/2025,2025.0
Colgate,Army West Point,Maya Servedio,3.2,7.0,4.0,0.0,0.0,3.0,18.0,1.0,6308725.0,05/03/2025,2025.0
Army West Point,Colgate,Amanda Eaglin,6.0,7.0,3.0,1.0,3.0,2.0,31.0,0.0,6308725.0,05/03/2025,2025.0
Army West Point,Colgate,Breanna Izzo,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6308725.0,05/03/2025,2025.0
Colgate,Army West Point,Mia Edwards,6.2,4.0,2.0,7.0,0.0,0.0,32.0,0.0,6308726.0,05/04/2025,2025.0
Army West Point,Colgate,Breanna Izzo,4.1,6.0,2.0,1.0,0.0,3.0,21.0,1.0,6308726.0,05/04/2025,2025.0
Army West Point,Colgate,Katelyn Flanders,2.2,1.0,0.0,1.0,0.0,4.0,10.0,0.0,6308726.0,05/04/2025,2025.0
Florida St.,Virginia Tech,Julia Apsel,3.0,2.0,3.0,1.0,0.0,5.0,12.0,2.0,6308853.0,05/04/2025,2025.0
Florida St.,Virginia Tech,Jazzy Francik,1.0,2.0,1.0,1.0,0.0,2.0,6.0,0.0,6308853.0,05/04/2025,2025.0
Florida St.,Virginia Tech,Annabelle Widra,1.1,4.0,4.0,2.0,0.0,0.0,10.0,2.0,6308853.0,05/04/2025,2025.0
Florida St.,Virginia Tech,Ashtyn Danley,0.2,1.0,0.0,0.0,0.0,0.0,3.0,0.0,6308853.0,05/04/2025,2025.0
Virginia Tech,Florida St.,Emma Mazzarone,6.0,6.0,6.0,6.0,1.0,2.0,29.0,1.0,6308853.0,05/04/2025,2025.0
Virginia Tech,Florida St.,Emma Lemley,1.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,6308853.0,05/04/2025,2025.0
California,Syracuse,Annabel Teperson,11.0,11.0,1.0,1.0,0.0,3.0,47.0,0.0,6308887.0,05/03/2025,2025.0
Syracuse,California,Madison Knight,11.0,10.0,3.0,5.0,1.0,4.0,49.0,2.0,6308887.0,05/03/2025,2025.0
Providence,Villanova,Alyssa Twomey,6.0,7.0,4.0,2.0,0.0,7.0,28.0,3.0,6308943.0,05/03/2025,2025.0
Villanova,Providence,Kelsey White,2.0,3.0,2.0,3.0,0.0,2.0,12.0,0.0,6308943.0,05/03/2025,2025.0
Villanova,Providence,Lexi Kobryn,5.0,6.0,2.0,1.0,1.0,1.0,24.0,1.0,6308943.0,05/03/2025,2025.0
Providence,Villanova,Tori Grifone,2.1,3.0,4.0,1.0,1.0,1.0,11.0,1.0,6308945.0,05/04/2025,2025.0
Providence,Villanova,Alyssa Twomey,1.0,2.0,2.0,2.0,0.0,0.0,7.0,1.0,6308945.0,05/04/2025,2025.0
Providence,Villanova,Alannah Hopkins,0.2,0.0,0.0,1.0,0.0,0.0,3.0,0.0,6308945.0,05/04/2025,2025.0
Providence,Villanova,Jessica Walter,1.0,3.0,3.0,0.0,1.0,0.0,6.0,0.0,6308945.0,05/04/2025,2025.0
Providence,Villanova,Riley Quirk,0.2,6.0,4.0,1.0,0.0,0.0,9.0,1.0,6308945.0,05/04/2025,2025.0
Villanova,Providence,Kat Gallant,3.0,2.0,0.0,0.0,0.0,2.0,11.0,0.0,6308945.0,05/04/2025,2025.0
Villanova,Providence,Lexi Kobryn,2.0,5.0,4.0,0.0,0.0,1.0,12.0,0.0,6308945.0,05/04/2025,2025.0
Villanova,Providence,Kelsey White,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,6308945.0,05/04/2025,2025.0
Missouri St.,Drake,Mackenzie Chacon,5.1,8.0,2.0,1.0,0.0,3.0,24.0,1.0,6309018.0,05/04/2025,2025.0
Missouri St.,Drake,McKenzie Vaughan,1.2,1.0,0.0,1.0,0.0,2.0,7.0,0.0,6309018.0,05/04/2025,2025.0
Drake,Missouri St.,Paige Bedsworth,4.1,6.0,3.0,0.0,1.0,3.0,18.0,1.0,6309018.0,05/04/2025,2025.0
Drake,Missouri St.,Molly Hoekstra,2.2,2.0,1.0,2.0,0.0,1.0,13.0,0.0,6309018.0,05/04/2025,2025.0
North Dakota St.,St. Thomas (MN),Savy Williams,3.1,7.0,8.0,5.0,0.0,0.0,22.0,1.0,6309217.0,05/03/2025,2025.0
North Dakota St.,St. Thomas (MN),Addie Bowers,0.2,3.0,1.0,0.0,0.0,1.0,5.0,0.0,6309217.0,05/03/2025,2025.0
St. Thomas (MN),North Dakota St.,Ava Kleinfeldt,5.0,3.0,0.0,1.0,0.0,5.0,18.0,0.0,6309217.0,05/03/2025,2025.0
Arizona,Houston,Miranda Stoddard,4.0,1.0,0.0,0.0,0.0,2.0,14.0,0.0,6309318.0,05/04/2025,2025.0
Arizona,Houston,Ryan Maddox,2.0,1.0,0.0,2.0,0.0,1.0,9.0,0.0,6309318.0,05/04/2025,2025.0
Arizona,Houston,Aissa Silva,1.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,6309318.0,05/04/2025,2025.0
Houston,Arizona,Nicole Bodeux,0.1,2.0,4.0,2.0,0.0,1.0,5.0,0.0,6309318.0,05/04/2025,2025.0
Houston,Arizona,Paris Lehman,2.2,4.0,2.0,2.0,0.0,0.0,15.0,1.0,6309318.0,05/04/2025,2025.0
Houston,Arizona,Maddie Hartley,0.1,1.0,1.0,1.0,0.0,0.0,3.0,1.0,6309318.0,05/04/2025,2025.0
Houston,Arizona,Ranci Willis,1.2,1.0,1.0,3.0,0.0,1.0,8.0,0.0,6309318.0,05/04/2025,2025.0
Houston,Arizona,Gigi Solis,2.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,6309318.0,05/04/2025,2025.0
Texas A&M,Tennessee,Emiley Kennedy,5.0,3.0,2.0,3.0,1.0,6.0,23.0,1.0,6310215.0,05/02/2025,2025.0
Tennessee,Texas A&M,Erin Nuwer,1.1,4.0,3.0,1.0,0.0,0.0,10.0,0.0,6310215.0,05/02/2025,2025.0
Tennessee,Texas A&M,Peyton Tanner,1.2,3.0,5.0,2.0,1.0,1.0,11.0,2.0,6310215.0,05/02/2025,2025.0
Tennessee,Texas A&M,Charli Orsini,2.0,3.0,3.0,3.0,0.0,1.0,12.0,0.0,6310215.0,05/02/2025,2025.0
Jacksonville St.,Western Ky.,Kat Carter,6.0,4.0,4.0,5.0,0.0,2.0,27.0,0.0,6310341.0,05/04/2025,2025.0
Western Ky.,Jacksonville St.,Rylan Smith,1.2,2.0,2.0,2.0,0.0,1.0,9.0,2.0,6310341.0,05/04/2025,2025.0
Western Ky.,Jacksonville St.,Erica Houge,5.1,2.0,1.0,0.0,0.0,1.0,18.0,1.0,6310341.0,05/04/2025,2025.0
Indiana St.,Belmont,Lauren Sackett,5.0,7.0,3.0,2.0,0.0,4.0,23.0,1.0,6311021.0,05/04/2025,2025.0
Indiana St.,Belmont,Megan Asher,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,6311021.0,05/04/2025,2025.0
Belmont,Indiana St.,Mackenzie Willis,6.0,3.0,1.0,5.0,1.0,3.0,26.0,0.0,6311021.0,05/04/2025,2025.0
Belmont,Indiana St.,Ellie Giles,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,6311021.0,05/04/2025,2025.0
Indiana St.,Belmont,Cassi Newbanks,3.0,3.0,2.0,1.0,1.0,0.0,14.0,0.0,6311024.0,05/04/2025,2025.0
Indiana St.,Belmont,Megan Asher,2.0,2.0,0.0,0.0,0.0,3.0,8.0,0.0,6311024.0,05/04/2025,2025.0
Indiana St.,Belmont,Hailey Griffin,2.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,6311024.0,05/04/2025,2025.0
Belmont,Indiana St.,Ellie Giles,3.0,3.0,0.0,2.0,0.0,2.0,14.0,0.0,6311024.0,05/04/2025,2025.0
Belmont,Indiana St.,Rayna Cruickshanks,3.0,5.0,4.0,0.0,0.0,1.0,14.0,1.0,6311024.0,05/04/2025,2025.0
Belmont,Indiana St.,Ally Middleton,1.0,5.0,2.0,0.0,0.0,0.0,7.0,0.0,6311024.0,05/04/2025,2025.0
Santa Clara,Oregon St.,Cari Ferguson,5.0,4.0,2.0,5.0,0.0,2.0,22.0,2.0,6311703.0,05/09/2025,2025.0
Santa Clara,Oregon St.,Hannah Edwards,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6311703.0,05/09/2025,2025.0
Oregon St.,Santa Clara,Logan Hulon,7.0,4.0,0.0,3.0,2.0,8.0,30.0,0.0,6311703.0,05/09/2025,2025.0
Santa Clara,Oregon St.,Hannah Edwards,7.0,5.0,1.0,4.0,0.0,6.0,29.0,0.0,6311704.0,05/09/2025,2025.0
Oregon St.,Santa Clara,Ellie Garcia,7.0,10.0,4.0,1.0,2.0,2.0,34.0,0.0,6311704.0,05/09/2025,2025.0
Santa Clara,Oregon St.,Hannah Edwards,2.2,5.0,3.0,0.0,0.0,3.0,13.0,2.0,6311706.0,05/10/2025,2025.0
Santa Clara,Oregon St.,Cari Ferguson,2.1,2.0,1.0,2.0,0.0,2.0,11.0,0.0,6311706.0,05/10/2025,2025.0
Oregon St.,Santa Clara,Ellie Garcia,1.2,7.0,6.0,0.0,1.0,2.0,13.0,0.0,6311706.0,05/10/2025,2025.0
Oregon St.,Santa Clara,Logan Hulon,3.1,7.0,5.0,1.0,1.0,3.0,22.0,1.0,6311706.0,05/10/2025,2025.0
Oregon St.,Pacific,Logan Hulon,5.0,3.0,0.0,0.0,0.0,5.0,21.0,0.0,6311773.0,05/04/2025,2025.0
Pacific,Oregon St.,Hannah Glad,4.0,6.0,3.0,0.0,1.0,1.0,19.0,2.0,6311773.0,05/04/2025,2025.0
Pacific,Oregon St.,Justice Alcaraz,1.0,2.0,2.0,2.0,0.0,2.0,7.0,0.0,6311773.0,05/04/2025,2025.0
Michigan St.,Oregon,Madison Taylor,2.1,4.0,5.0,4.0,0.0,3.0,15.0,1.0,6311958.0,05/04/2025,2025.0
Michigan St.,Oregon,Carsyn Cassady,3.2,3.0,2.0,3.0,0.0,2.0,17.0,1.0,6311958.0,05/04/2025,2025.0
Oregon,Michigan St.,Lyndsey Grein,2.0,4.0,3.0,1.0,0.0,4.0,11.0,1.0,6311958.0,05/04/2025,2025.0
Oregon,Michigan St.,Elise Sokolsky,5.0,6.0,3.0,1.0,0.0,6.0,22.0,3.0,6311958.0,05/04/2025,2025.0
George Washington,Loyola Chicago,Anna Reed,2.0,3.0,0.0,2.0,0.0,2.0,11.0,0.0,6312307.0,05/04/2025,2025.0
George Washington,Loyola Chicago,Cece Smith,4.0,3.0,0.0,0.0,0.0,5.0,15.0,0.0,6312307.0,05/04/2025,2025.0
George Washington,Loyola Chicago,Chloe Greene,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,6312307.0,05/04/2025,2025.0
Loyola Chicago,George Washington,Andie Broniewicz,3.1,2.0,2.0,1.0,0.0,2.0,13.0,1.0,6312307.0,05/04/2025,2025.0
Loyola Chicago,George Washington,Peyton Pepkowski,3.2,2.0,0.0,2.0,0.0,2.0,16.0,0.0,6312307.0,05/04/2025,2025.0
Dartmouth,Columbia,Rachel McCarroll,2.0,3.0,1.0,1.0,1.0,0.0,9.0,1.0,6312497.0,05/04/2025,2025.0
Dartmouth,Columbia,Isabel Kirby,2.2,5.0,1.0,0.0,0.0,1.0,11.0,0.0,6312497.0,05/04/2025,2025.0
Dartmouth,Columbia,Jensin Hall,1.1,0.0,0.0,1.0,0.0,0.0,5.0,0.0,6312497.0,05/04/2025,2025.0
Columbia,Dartmouth,Jordan Hill,7.0,8.0,1.0,0.0,0.0,0.0,29.0,0.0,6312497.0,05/04/2025,2025.0
Ohio,Western Mich.,Skipp Miller,6.0,5.0,2.0,4.0,0.0,3.0,26.0,0.0,6312537.0,05/04/2025,2025.0
Western Mich.,Ohio,Jensen Gremillion,7.0,7.0,1.0,4.0,0.0,2.0,32.0,0.0,6312537.0,05/04/2025,2025.0
Fla. Atlantic,Tulsa,Autumn Courtney,4.2,4.0,0.0,0.0,0.0,5.0,18.0,0.0,6312544.0,05/04/2025,2025.0
Fla. Atlantic,Tulsa,Ainsley Lambert,2.1,0.0,0.0,0.0,0.0,1.0,6.0,0.0,6312544.0,05/04/2025,2025.0
Tulsa,Fla. Atlantic,Alexa Hopkins,1.0,3.0,1.0,0.0,0.0,0.0,6.0,0.0,6312544.0,05/04/2025,2025.0
Tulsa,Fla. Atlantic,Brinly Maples,4.0,9.0,5.0,4.0,0.0,4.0,25.0,0.0,6312544.0,05/04/2025,2025.0
Tulsa,Fla. Atlantic,Maura Moore,2.0,1.0,0.0,1.0,0.0,2.0,8.0,0.0,6312544.0,05/04/2025,2025.0
Buffalo,Miami (OH),Marissa Calloway,1.0,3.0,3.0,1.0,0.0,0.0,6.0,0.0,6313186.0,05/04/2025,2025.0
Buffalo,Miami (OH),Olivia Russ,4.0,4.0,1.0,0.0,1.0,1.0,16.0,1.0,6313186.0,05/04/2025,2025.0
Buffalo,Miami (OH),Melena Toth,1.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,6313186.0,05/04/2025,2025.0
Miami (OH),Buffalo,Madilyn Reeves,7.0,5.0,2.0,5.0,1.0,7.0,31.0,1.0,6313186.0,05/04/2025,2025.0
Kansas City,South Dakota,Hannah Burks,5.0,9.0,5.0,3.0,0.0,0.0,27.0,0.0,6313534.0,05/02/2025,2025.0
Kansas City,South Dakota,Maddy Duvall,1.0,3.0,1.0,1.0,0.0,1.0,7.0,0.0,6313534.0,05/02/2025,2025.0
South Dakota,Kansas City,Clara Edwards,7.0,10.0,2.0,2.0,0.0,2.0,32.0,0.0,6313534.0,05/02/2025,2025.0
Kansas City,South Dakota,Maddy Duvall,2.1,9.0,5.0,1.0,0.0,0.0,18.0,0.0,6313537.0,05/02/2025,2025.0
Kansas City,South Dakota,Riley Bebb,2.0,3.0,1.0,0.0,0.0,0.0,9.0,0.0,6313537.0,05/02/2025,2025.0
South Dakota,Kansas City,McKenna Young,5.0,1.0,0.0,1.0,0.0,3.0,17.0,0.0,6313537.0,05/02/2025,2025.0
Kansas City,South Dakota,Hannah Burks,0.1,6.0,4.0,0.0,0.0,0.0,8.0,0.0,6313538.0,05/03/2025,2025.0
Kansas City,South Dakota,Riley Bebb,5.2,4.0,1.0,1.0,0.0,0.0,22.0,0.0,6313538.0,05/03/2025,2025.0
South Dakota,Kansas City,Clara Edwards,2.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,6313538.0,05/03/2025,2025.0
South Dakota,Kansas City,McKenna Young,5.0,5.0,0.0,0.0,0.0,4.0,18.0,0.0,6313538.0,05/03/2025,2025.0
Rutgers,Iowa,Ella Harrison,2.2,1.0,3.0,4.0,1.0,2.0,14.0,0.0,6313678.0,05/04/2025,2025.0
Rutgers,Iowa,Kelsey Hoekstra,2.1,1.0,0.0,2.0,0.0,1.0,9.0,0.0,6313678.0,05/04/2025,2025.0
Rutgers,Iowa,Laurelai DePew,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,6313678.0,05/04/2025,2025.0
Iowa,Rutgers,Jalen Adams,7.0,3.0,0.0,1.0,0.0,2.0,25.0,0.0,6313678.0,05/04/2025,2025.0
Louisiana Tech,Sam Houston,Alyssa Martin,6.0,1.0,1.0,0.0,0.0,2.0,19.0,0.0,6314019.0,05/04/2025,2025.0
Louisiana Tech,Sam Houston,Allie Floyd,1.1,3.0,2.0,0.0,0.0,0.0,6.0,1.0,6314019.0,05/04/2025,2025.0
Sam Houston,Louisiana Tech,Abigail Young,8.0,3.0,2.0,3.0,1.0,2.0,31.0,0.0,6314019.0,05/04/2025,2025.0
San Diego,Saint Mary's (CA),Kelsey Tadlock,6.2,3.0,2.0,3.0,0.0,4.0,28.0,1.0,6314038.0,05/04/2025,2025.0
Saint Mary's (CA),San Diego,Mia Nishikawa,3.0,4.0,2.0,1.0,0.0,1.0,12.0,0.0,6314038.0,05/04/2025,2025.0
Saint Mary's (CA),San Diego,Odhi Vasquez,4.0,1.0,0.0,0.0,1.0,3.0,14.0,0.0,6314038.0,05/04/2025,2025.0
Michigan,Minnesota,Lauren Derkowski,7.0,1.0,0.0,1.0,0.0,5.0,22.0,0.0,6315091.0,05/04/2025,2025.0
Minnesota,Michigan,Sydney Schwartz,7.0,7.0,3.0,2.0,0.0,5.0,29.0,1.0,6315091.0,05/04/2025,2025.0
Stanford,Boston College,Alyssa Houston,2.2,3.0,3.0,4.0,0.0,1.0,15.0,1.0,6315476.0,05/04/2025,2025.0
Stanford,Boston College,Zoe Prystajko,2.0,1.0,3.0,3.0,1.0,2.0,11.0,0.0,6315476.0,05/04/2025,2025.0
Stanford,Boston College,Kylie Chung,3.1,2.0,0.0,3.0,0.0,2.0,15.0,0.0,6315476.0,05/04/2025,2025.0
Boston College,Stanford,Kelly Colleran,4.2,6.0,4.0,2.0,0.0,2.0,23.0,1.0,6315476.0,05/04/2025,2025.0
Boston College,Stanford,Bailey Kendziorski,3.1,6.0,2.0,0.0,0.0,1.0,17.0,0.0,6315476.0,05/04/2025,2025.0
Chattanooga,ETSU,Peja Goold,4.0,6.0,3.0,0.0,1.0,3.0,19.0,0.0,6315558.0,05/04/2025,2025.0
Chattanooga,ETSU,Taylor Long,3.0,1.0,0.0,1.0,0.0,8.0,12.0,0.0,6315558.0,05/04/2025,2025.0
ETSU,Chattanooga,Marissa Barnes,7.0,9.0,4.0,0.0,0.0,1.0,30.0,1.0,6315558.0,05/04/2025,2025.0
Chattanooga,ETSU,Taylor Long,4.0,5.0,1.0,4.0,0.0,4.0,19.0,0.0,6315562.0,05/04/2025,2025.0
Chattanooga,ETSU,Peja Goold,5.2,3.0,0.0,2.0,0.0,4.0,22.0,0.0,6315562.0,05/04/2025,2025.0
ETSU,Chattanooga,Sara Muir,5.0,7.0,2.0,2.0,0.0,6.0,24.0,0.0,6315562.0,05/04/2025,2025.0
ETSU,Chattanooga,Gabby Fowler,5.0,1.0,0.0,0.0,0.0,3.0,16.0,0.0,6315562.0,05/04/2025,2025.0
Southeast Mo. St.,Tennessee St.,Delaney Kell,7.0,5.0,2.0,1.0,1.0,9.0,28.0,0.0,6317034.0,05/03/2025,2025.0
Tennessee St.,Southeast Mo. St.,Reina Castillo,6.2,8.0,4.0,1.0,1.0,3.0,31.0,0.0,6317034.0,05/03/2025,2025.0
Tennessee St.,Southeast Mo. St.,Tianna Salcido,0.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6317034.0,05/03/2025,2025.0
Southeast Mo. St.,Tennessee St.,Elliot Stinson,5.0,3.0,1.0,3.0,0.0,3.0,20.0,1.0,6317039.0,05/04/2025,2025.0
Southeast Mo. St.,Tennessee St.,Delaney Kell,1.2,2.0,0.0,1.0,0.0,2.0,9.0,1.0,6317039.0,05/04/2025,2025.0
Tennessee St.,Southeast Mo. St.,Reina Castillo,7.0,9.0,2.0,3.0,2.0,2.0,32.0,1.0,6317039.0,05/04/2025,2025.0
Southeast Mo. St.,Tennessee St.,Willow Van Haren,1.1,4.0,7.0,5.0,0.0,1.0,13.0,1.0,6317046.0,05/04/2025,2025.0
Southeast Mo. St.,Tennessee St.,Maddie Carney,5.2,6.0,2.0,2.0,0.0,3.0,26.0,0.0,6317046.0,05/04/2025,2025.0
Tennessee St.,Southeast Mo. St.,Tianna Salcido,5.0,6.0,2.0,3.0,0.0,2.0,24.0,1.0,6317046.0,05/04/2025,2025.0
Tennessee St.,Southeast Mo. St.,Olivia Calderone,3.0,5.0,5.0,3.0,0.0,0.0,18.0,0.0,6317046.0,05/04/2025,2025.0
Saint Joseph's,St. Bonaventure,Jules Scogna,7.0,8.0,0.0,3.0,0.0,8.0,32.0,0.0,6317239.0,05/03/2025,2025.0
St. Bonaventure,Saint Joseph's,Mackenzie Frani,4.1,8.0,7.0,7.0,2.0,2.0,28.0,0.0,6317239.0,05/03/2025,2025.0
St. Bonaventure,Saint Joseph's,Kylie Bickert,1.2,0.0,0.0,3.0,0.0,0.0,8.0,0.0,6317239.0,05/03/2025,2025.0
St. Bonaventure,Saint Joseph's,Jordan Lucas,1.0,1.0,4.0,2.0,1.0,1.0,7.0,0.0,6317239.0,05/03/2025,2025.0
Saint Joseph's,St. Bonaventure,Jenna Wagner,2.0,4.0,4.0,3.0,1.0,0.0,14.0,0.0,6317243.0,05/04/2025,2025.0
